misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
500,180360,586,-16.582563510000004,1.415951681137085,-0.005230347812175751,2.0563958063721657
520,187560,587,-14.981129540000001,1.4160893440246582,-0.001388619840145111,2.191962179541588
540,194760,587,-13.883637199999999,1.4153264880180358,0.0008155741728842258,1.8629389196634292
560,201960,587,-14.5769379,1.4152856707572936,-0.001332549750804901,3.616996023058891
580,209160,587,-14.55102178,1.4153671503067016,-0.00440782904624939,3.4074011921882628
600,216360,590,-14.049444579999998,1.4154582142829895,0.000767315924167633,8.053370171785355
620,223560,596,-14.041479930000001,1.41501384973526,-0.0015928413718938827,0.5779037103056908
640,230760,601,-13.575789210000003,1.4150683403015136,-0.00815415158867836,0.24358922839164734
660,237960,605,-13.129741610000002,1.4143732190132141,-0.003369975835084915,1.4779849648475647
680,245160,608,-14.197406229999999,1.4143330216407777,-0.005605772137641907,0.9748860582709312
700,252360,613,-13.22168551,1.414082109928131,-0.007508175820112229,0.3940504103899002
720,259560,618,-16.057762150000002,1.4145424962043762,-0.0016015367582440376,9.875621831417083
740,266760,622,-16.07064916,1.4144341945648193,-0.00921948067843914,2.253244949877262
760,273960,626,-16.43300224,1.4135243058204652,-0.008438920974731446,0.7154700666666031
780,281160,630,-14.956944660000001,1.4134268760681152,-0.0019826188683509825,18.06689582467079
800,288360,634,-18.096576629999998,1.4132121682167054,-0.0025448694825172423,5.212580700218678
820,295560,637,-16.561081950000002,1.4146498918533326,-0.006780523806810379,10.22311428785324
840,302760,641,-16.030945939999995,1.4156760215759276,-0.0013736575841903687,0.3740882158279419
860,309960,645,-11.86758186,1.4146553516387939,-0.006040609255433082,4.2964934758841995
880,317160,648,-11.398859320000001,1.4144623756408692,-0.0025002192705869675,8.127865827083587
900,324360,651,-11.625919400000003,1.4144210696220398,-0.007791996002197266,1.8909572899341582
920,331560,654,-11.76514543,1.4132936120033264,-0.0064938697963953015,0.4695608139038086
940,338760,657,-13.17380233,1.4123589038848876,-0.008630485832691192,0.4094218462705612
960,345960,660,-14.196326869999998,1.4118292450904846,-0.006170154735445976,1.747267696261406
980,353160,663,-13.32132166,1.411161971092224,-0.004066001670435071,0.5467128574848175
1000,360360,665,-12.741708,1.4115336298942567,-0.005592790199443698,3.7767590790987016
1020,367560,668,-10.908358509999998,1.4114914178848266,-0.00842316597700119,2.3185598641633987
1040,374760,670,-11.003063990000001,1.4119933724403382,-0.006235544383525848,3.477859690785408
1060,381960,673,-10.78497362,1.4124908447265625,-0.005751175805926323,9.222382989525794
1080,389160,674,-11.383420999999998,1.4120015740394591,-0.009792378917336465,1.5574035838246345
1100,396360,676,-12.1474336,1.4116810083389282,0.0002710916101932526,2.834034286439419
1120,403560,678,-10.766947749999996,1.4110865235328673,-0.01195583799853921,0.2189991295337677
1140,410760,680,-11.314227700000002,1.4110153436660766,-0.010168856009840965,0.27977622896432874
1160,417960,682,-12.66907346,1.4112160205841064,-0.0041480869054794315,4.499356260895729
1180,425160,684,-13.124190689999999,1.4108446955680847,-0.007510224357247353,0.2868474930524826
1200,432360,686,-11.521865680000001,1.4117832779884338,-0.00871429145336151,0.7638077050447464
1220,439560,688,-9.224646530000001,1.4106999516487122,0.006720287818461656,2.127811098098755
1240,446760,690,-8.19275097,1.4105992913246155,-0.0020494688302278518,6.125825269520282
1260,453960,692,-8.4619083,1.4113428235054015,-0.0011178061366081237,1.2634224757552146
1280,461160,694,-7.295963700000001,1.4099185824394227,-0.00720023587346077,7.338627353310585
1300,468360,696,-5.73407794,1.4101762175559998,-0.0025900617241859437,2.048267098516226
1320,475560,697,-5.542133980000001,1.4100640535354614,-0.006412578048184514,0.4083436742424965
1340,482760,699,-6.6328976599999985,1.4092431545257569,0.00030746571719646453,2.4636510014533997
1360,489960,701,-13.408870749999998,1.4093872427940368,-0.0029445037245750426,3.5900779709219934
1380,497160,703,-14.434677240000001,1.4081632137298583,-0.0010236073285341263,0.6199508339166642
1400,504360,704,-13.817040249999998,1.407081377506256,-0.002521033585071564,7.527731943130493
1420,511560,706,-14.259130820000001,1.4059967756271363,-0.005249398946762085,4.550200888514519
1440,518760,708,-6.85349351,1.4048148274421692,-0.003218311071395874,4.881528535485268
1460,525960,709,-6.67908291,1.4029799938201903,0.0005756247788667679,13.531552028656005
1480,533160,710,-6.250335560000002,1.4019659280776977,-0.0032814936712384224,1.0518354892730712
1500,540360,711,-6.992410499999998,1.4018090128898621,-0.0022471889853477476,7.746949958801269
1520,547560,713,-6.5004291699999985,1.4022820115089416,-0.008338337996974587,0.23047004789113998
1540,554760,714,-5.137480419999999,1.4020491242408752,-0.0033972963690757753,11.843338957428932
1560,561960,715,-10.44005703,1.402591609954834,-0.004848700761795044,1.4834767773747444
1580,569160,716,-19.400046890000002,1.4016672134399415,0.004482638835906982,16.1624247610569
1600,576360,717,-30.206473019999997,1.4014703392982484,-0.0009409966878592968,1.3255149006843567
1620,583560,718,-25.42657091,1.3997435927391053,0.002770117670297623,13.838306856155395
1640,590760,719,-17.07052347,1.40017169713974,0.002302415668964386,9.841784715652466
1660,597960,720,-6.95601418,1.3997562170028686,-0.007519873231649399,4.382575286924839
1680,605160,721,-5.229654389999999,1.4000847458839416,-0.002457444369792938,6.871618485450744
1700,612360,721,-5.360285510000001,1.3997881293296814,-0.00042106695473194123,12.16689953804016
1720,619560,722,-5.28264115,1.4001203536987306,-0.0006748784333467483,2.9239621669054032
1740,626760,723,-8.185047410000001,1.4008058786392212,-0.007901687920093537,5.127607119083405
1760,633960,724,-8.700479080000001,1.4011873364448548,-0.006926510855555535,0.7251725554466247
1780,641160,725,-7.71923284,1.4009350419044495,-0.006297232583165169,3.225076620280743
1800,648360,727,-8.589552150000001,1.4002972483634948,-0.0025595994666218758,3.2181323423981665
1820,655560,728,-7.948915840000001,1.3995358109474183,-0.0006061844527721405,5.848400115966797
1840,662760,728,-9.73603039,1.3996276378631591,-0.0052561313845217224,9.776594680547714
1860,669960,729,-9.16804372,1.3998210549354553,0.0035559922456741334,4.140947662293911
1880,677160,729,-8.49390187,1.398505401611328,0.0030604049563407896,11.155994129180907
1900,684360,730,-7.503794720000001,1.3978272199630737,-0.001914798654615879,4.313799753785133
1920,691560,730,-7.66444135,1.397553849220276,-0.0011764567345380784,1.2306798070669174
1940,698760,731,-8.63216212,1.396521759033203,-0.002463413029909134,6.179461979866028
1960,705960,732,-8.622017649999998,1.396446657180786,-0.005412168125621975,4.028862455487252
1980,713160,733,-9.127664110000001,1.3966603398323059,-0.0033738911151885986,1.6785279601812362
2000,720360,733,-8.29051814,1.3964871406555175,-0.005661699548363685,4.130523687601089
2020,727560,734,-8.17802934,1.3958332061767578,-0.001691289246082306,1.3007025361061095
2040,734760,735,-6.4269534199999985,1.3945169687271117,-0.001497799903154373,2.3217810690402985
2060,741960,736,-6.09424229,1.3935235142707825,-0.002792457491159439,7.490237455070019
2080,749160,736,-5.148848340000001,1.392732322216034,-0.007593689486384392,1.0592846006155014
2100,756360,737,-4.52879157,1.391453790664673,-0.002838706597685814,4.374786755442619
2120,763560,738,-3.82343419,1.3916826367378234,-0.0019727740436792374,1.9555222600698472
2140,770760,738,-4.61418503,1.3911230564117432,-0.008577076345682144,0.3444909393787384
2160,777960,739,-3.66195894,1.3917455911636352,-0.0014568865299224854,4.324305009841919
2180,785160,739,-4.180304230000001,1.3908629536628723,-0.01601713877171278,0.11131412237882614
2200,792360,740,-2.0523442899999997,1.3894823908805847,-0.003798306733369827,6.4578584969043735
2220,799560,740,-4.258928009999999,1.3893534660339355,-0.012375958263874054,3.0220931321382523
2240,806760,741,-5.458646829999999,1.3895415306091308,-0.003334498405456543,3.576516565680504
2260,813960,741,-8.82768649,1.3890244603157043,-0.004355125874280929,0.24992322102189063
2280,821160,742,-6.592031069999999,1.3887651085853576,-0.0039029456675052643,0.25842714458703997
2300,828360,742,-5.40040607,1.3872885823249816,-0.009331517666578294,0.7433453053236008
2320,835560,742,-4.505228379999999,1.387701165676117,-0.011888568103313447,5.19183312356472
2340,842760,742,-4.369387280000001,1.3868107080459595,-1.3665854930877686e-05,0.7562460161745548
2360,849960,743,-5.36379822,1.3862596988677978,-0.004315941035747528,5.608520045876503
2380,857160,743,-5.022707570000001,1.3869664669036865,-0.00461356844753027,1.8636881723999976
2400,864360,744,-4.73290209,1.3854536294937134,-0.0028723180294036865,1.6794123902916909
2420,871560,744,-7.212049220000001,1.3852667212486267,-0.003009546734392643,5.505355159193277
2440,878760,745,-7.514848059999999,1.3843377828598022,-0.006729595363140106,0.12575601860880853
2460,885960,745,-8.56448393,1.3845205783843995,-0.0009404242038726807,2.5741357266902924
2480,893160,746,-9.79832823,1.385128653049469,-0.0022190867457538843,1.1929445765912532
2500,900360,746,-10.27573875,1.384609842300415,-0.007074191421270371,0.20418017469346522
2520,907560,747,-10.25814311,1.3833610892295838,-0.0021904559805989267,6.467753401398658
2540,914760,747,-9.21038229,1.3826476335525513,-0.009728662855923175,0.7315009504556655
2560,921960,748,-7.653603380000001,1.3817236065864562,-0.0036851420998573305,8.00852145254612
2580,929160,749,-6.284325390000001,1.3816729664802552,-0.0005701501853764057,4.2337018385529515
2600,936360,749,-6.720116639999999,1.380957877635956,-0.008690433134324849,0.3205108106136322
2620,943560,750,-6.442620669999999,1.380037212371826,-0.007147237425670028,3.564709281921387
2640,950760,750,-8.671939759999999,1.3799141645431519,0.006024446152150631,2.2538634076714517
2660,957960,751,-10.341276249999998,1.3798947215080262,-0.0005517669022083282,1.2305387645959853
2680,965160,751,-9.45782442,1.380323338508606,-0.0030622504651546477,4.984310293197632
2700,972360,751,-8.945636789999998,1.3792782187461854,-0.0028774430975317955,2.3098008185625076
2720,979560,752,-8.625150000000001,1.3796082615852356,-0.003971968963742256,10.188442134857178
2740,986760,752,-9.35040369,1.3792256593704224,-0.0033484406769275664,0.7219613574445247
2760,993960,753,-10.643490809999998,1.378497838973999,-0.0060278686694800855,6.004225665330887
2780,1001160,753,-9.56362923,1.3780848741531373,-0.001434297114610672,4.028701040148735
2800,1008360,754,-7.691790889999998,1.3779885053634644,-0.0054931074380874636,0.5076169095933437
2820,1015560,754,-7.041413360000002,1.3779818534851074,-0.0023636534810066224,7.010363823920488
2840,1022760,755,-6.9701686700000005,1.3765661358833312,-0.00769953578710556,2.4116336941719054
2860,1029960,756,-7.530086970000001,1.3769941926002502,-0.0037565886974334716,3.09991250038147
2880,1037160,756,-6.560413699999999,1.3769310116767883,-0.002780691161751747,0.1819256290793419
2900,1044360,757,-6.715654100000002,1.3754047274589538,0.00035990476608276366,3.6275845512747766
2920,1051560,757,-7.944181490000002,1.375087821483612,-0.006383719854056835,7.255575633049011
2940,1058760,758,-7.740242930000001,1.374617350101471,-0.002148199826478958,5.220450496673584
2960,1065960,758,-5.93735815,1.3737946629524231,0.0028325349092483522,8.837461352348328
2980,1073160,759,-6.421911,1.3721030235290528,-0.006137286499142647,3.2473783642053604
3000,1080360,759,-7.39591628,1.3704776167869568,-0.005891066510230303,0.5904925331473351
3020,1087560,759,-6.359716569999998,1.3691495895385741,-0.006568079069256783,1.1299732685089112
3040,1094760,760,-4.02027866,1.3687470316886903,-0.011414967570453882,0.2884137362241745
3060,1101960,761,-3.3813807999999996,1.3682127475738526,-0.003935310197994113,0.13613542318344116
3080,1109160,761,-2.5234800900000005,1.3674988627433777,-0.003322687745094299,2.7720809876918793
3100,1116360,762,-2.5546727099999997,1.3667678236961365,-0.004333176463842392,3.0294995427131655
3120,1123560,763,-3.0979335199999998,1.3658487677574158,-0.004024610295891762,1.894123476743698
3140,1130760,764,-3.85197337,1.3654091477394104,0.005253979563713073,1.0837382540106772
3160,1137960,764,-3.147887200000001,1.3640927791595459,-0.004640567302703858,0.6709131866693496
3180,1145160,765,-4.52917367,1.3639410257339477,-0.003745473548769951,6.687104961276054
3200,1152360,766,-2.2757394000000004,1.3634096145629884,-0.001991143822669983,5.591943614184856
3220,1159560,767,-2.7226351000000006,1.3637300252914428,0.0013675317168235779,11.930597376823425
3240,1166760,768,-4.57450382,1.3638525485992432,-0.0043961040675640104,0.5087784215807915
3260,1173960,768,-4.50443162,1.36423716545105,-0.0035538569092750548,3.7702793717384337
3280,1181160,769,-2.0984571399999994,1.3643002390861512,-0.007995140552520753,4.550772330164909
3300,1188360,770,-0.4025758500000003,1.363305139541626,-0.004750274121761322,1.2438320070505142
3320,1195560,771,0.6149366599999994,1.3618959665298462,-0.00571819618344307,9.774548542499542
3340,1202760,771,0.5310445300000001,1.3605863094329833,0.0037831641733646394,4.501871019601822
3360,1209960,772,1.6005869600000002,1.3600065112113953,0.003255876526236534,1.550889492034912
3380,1217160,773,1.8440083099999998,1.3592788815498351,-0.006843499094247818,8.834268140792847
3400,1224360,775,-1.9442625400000002,1.3576145410537719,-0.007820734940469264,0.27606229931116105
3420,1231560,775,-4.382248990000001,1.3568711400032043,-0.0034191581420600415,6.31671675145626
3440,1238760,776,-4.91205849,1.3567010402679442,-0.00656766053289175,0.7684033542871476
3460,1245960,777,-2.3544618999999996,1.3553671360015869,0.00022692382335662842,7.916875684261322
3480,1253160,778,-3.4338727300000005,1.3548672795295715,0.0030466515570878984,4.003189280629158
3500,1260360,779,-2.4631117699999994,1.3540527939796447,-0.0005815591663122177,2.6935184746980667
3520,1267560,779,-4.95836354,1.3535917043685912,0.003254362475126982,3.3127432957291605
3540,1274760,780,-6.11093084,1.353082287311554,-0.005603270232677459,3.219707614183426
3560,1281960,781,-6.832449459999999,1.3517661690711975,-0.013383178412914276,3.6875396773219107
3580,1289160,782,-7.404686740000001,1.351272702217102,0.0030565436463803053,1.0869161993265153
3600,1296360,783,-6.387000309999999,1.3510594129562379,0.002315427362918854,3.6905770018696784
3620,1303560,784,-3.8505828399999995,1.3518765330314637,-0.01122850775718689,0.8372114311903716
3640,1310760,785,-3.3082753300000007,1.3522127628326417,-0.010424503684043884,3.709501361846924
3660,1317960,786,-2.8658287599999994,1.3523142695426942,-0.0035049554891884325,0.6896426498889923
3680,1325160,787,-6.0655692,1.350979459285736,-0.004559727385640144,5.829928922653198
3700,1332360,788,-6.556370760000001,1.350272250175476,0.0007447555661201477,2.175007715448737
3720,1339560,789,-8.8821456,1.349269950389862,-0.0035350365331396462,5.120177993178368
3740,1346760,790,-9.701719950000001,1.3487801909446717,-0.007909412309527398,0.24579739868640899
3760,1353960,790,-5.1491398,1.349010980129242,-0.007755999267101288,5.254194158315658
3780,1361160,791,-2.33734757,1.3480891108512878,-0.004645594675093889,4.3861065864562985
3800,1368360,792,-1.6516969199999998,1.3467405557632446,-0.008708126496310342,1.1096788063645362
3820,1375560,793,-1.4399677999999998,1.3464869141578675,-0.0044364694505929945,0.5559953961521387
3840,1382760,794,-3.913302979999999,1.346509850025177,-0.0033759117126464845,5.053771241009235
3860,1389960,795,-4.0277207,1.3454779267311097,-0.005689530447125435,0.15636006444692613
3880,1397160,795,-5.613648810000001,1.3456249475479125,-0.0040427083149552345,1.9263915538787841
3900,1404360,796,-3.70246542,1.3460857629776002,0.0025215059518814086,5.862634873390197
3920,1411560,797,-2.28410308,1.3461116552352905,0.0010088932467624545,8.21516572535038
3940,1418760,798,0.8284835699999995,1.3452726244926452,0.0001193855467136018,5.311615294218063
3960,1425960,799,-0.4502983100000001,1.3454532384872437,-0.005974034825339913,5.405967316031456
3980,1433160,799,-1.0157067800000004,1.3449158549308777,-0.0009198017418384552,6.102149820327758
4000,1440360,800,-4.25566702,1.3444143533706665,0.001652933657169342,4.039893919229508
4020,1447560,801,-2.4447416,1.344942331314087,-0.014255545660853386,5.4091353714466095
4040,1454760,801,0.35702722999999986,1.344606840610504,-0.003914101421833039,1.4929182574152946
4060,1461960,802,2.5987139500000005,1.3442437529563904,-0.0039118707180023195,4.232111930847168
4080,1469160,803,1.67873951,1.3429508686065674,-0.013059693144168705,0.2522153489291668
4100,1476360,803,0.3063298099999998,1.342388093471527,-0.002882172167301178,5.2517739742994305
4120,1483560,804,-1.8197262699999999,1.3415293216705322,0.0028865218162536623,3.2650160409510134
4140,1490760,805,-3.6437724400000002,1.340224277973175,-0.00028690863400697707,5.680237305164337
4160,1497960,805,-4.509140299999999,1.3398349642753602,-0.004758551344275474,1.192883025109768
4180,1505160,806,-5.15831233,1.339522898197174,-0.00367731973528862,0.688162837922573
4200,1512360,807,-1.99447042,1.3388835549354554,-0.0051405573263764385,1.4115757495164871
4220,1519560,807,-1.6512605999999999,1.3384045481681823,-0.009172170236706734,0.787620684504509
4240,1526760,808,-3.0612632100000003,1.3378376364707947,-0.01502843014895916,6.77132465839386
4260,1533960,808,-4.3133820499999995,1.3373171210289,-0.00544264204800129,7.332136797904968
4280,1541160,809,-3.5346527000000005,1.3375450015068053,0.006222287192940712,7.297980535030365
4300,1548360,809,-4.0296711599999995,1.3370238542556763,0.0011350177228450775,6.731702226400375
4320,1555560,810,-5.00019749,1.3370162844657898,-0.006944617349654436,0.3534009039402008
4340,1562760,810,-5.88234774,1.3366009950637818,-0.00823080874979496,3.5466866910457613
4360,1569960,811,-4.13034329,1.3360513687133788,-0.015443273889832198,0.22118338271975518
4380,1577160,812,-5.580045380000002,1.3356000900268554,-0.005384298227727413,3.1528707444667816
4400,1584360,812,-3.8186004199999997,1.3353191137313842,-0.00930827111005783,0.35397825539112093
4420,1591560,813,-4.93086867,1.3361548900604248,-0.0036718222312629224,0.4264418661594391
4440,1598760,814,-4.63168224,1.3353049278259277,-0.008103613555431367,2.9454340755939485
4460,1605960,814,-6.998653340000001,1.3342601656913757,-0.007046532351523638,1.1383865788578986
4480,1613160,815,-7.1094994,1.333953607082367,-0.001412537693977356,3.384434585273266
4500,1620360,816,-6.818227530000001,1.333609437942505,-0.008448011800646782,0.16177207827568055
4520,1627560,816,-5.4214711499999995,1.3336066246032714,-0.005720324814319611,2.6287138998508452
4540,1634760,817,-4.118644059999999,1.3340561985969543,-0.0015693295747041703,3.6992760196328165
4560,1641960,818,-2.9200770800000004,1.3333564162254334,0.006203227117657662,13.394992971420288
4580,1649160,818,-4.4453695,1.3332950830459596,0.01349403541535139,5.055093288421631
4600,1656360,819,-5.538765870000001,1.3343284487724305,0.0006255827844142914,5.988599061965942
4620,1663560,820,-7.0942905,1.3338869571685792,-1.8265098333358765e-05,4.260525408387184
4640,1670760,820,-7.96510709,1.3332515001296996,-0.0027271673548966645,3.4670946836471557
4660,1677960,821,-8.412760699999998,1.333511519432068,-0.0032541923224925994,3.085545313358307
4680,1685160,821,-9.626670410000001,1.3333056330680848,0.0035908830119296908,1.2734393417835235
4700,1692360,822,-10.872461820000002,1.3328608512878417,-0.0065168246626853945,0.3062476128339767
4720,1699560,823,-9.40577085,1.3322999000549316,-0.003386747231706977,2.7430779457092287
4740,1706760,823,-8.454760460000001,1.3307124733924867,0.0011518165469169618,7.052935934066772
4760,1713960,824,-4.77330694,1.330739188194275,-0.015501057356595993,5.621085520833731
4780,1721160,825,-3.6218043,1.3304367661476135,-0.003877802565693855,2.678474646806717
4800,1728360,825,-3.813650279999999,1.3287641286849976,-0.009105362650007009,0.8470556944608688
4820,1735560,826,-2.6152191,1.3290205955505372,-0.0005135728046298027,1.4540124505758285
4840,1742760,826,-3.50030856,1.3285353541374207,-0.004174724221229553,3.481040206551552
4860,1749960,827,-3.84173124,1.3281351447105407,-0.00111982524394989,4.571069084107876
4880,1757160,827,-4.67103895,1.328231418132782,-0.0011480942368507386,1.4284522503614425
4900,1764360,828,-4.030532019999999,1.3283929347991943,-0.0020846471190452574,1.6527454882860184
4920,1771560,828,-5.03219803,1.329182517528534,-0.004529326409101486,0.3566751450300217
4940,1778760,829,-5.85875505,1.3293035626411438,-0.008847905695438385,0.35846699550747874
4960,1785960,830,-3.9561629200000006,1.3291762232780457,-0.008795957546681166,0.4257960692048073
4980,1793160,830,-2.47978378,1.3279627323150636,-0.010423235595226288,1.7550615653395654
5000,1800360,831,-1.8677078600000003,1.3266310572624207,-0.004446611925959587,4.035747584700585
5020,1807560,831,-2.57928405,1.3266525506973266,-0.0014987170696258544,4.228515839576721
5040,1814760,832,-4.0014705,1.326835536956787,-0.00587677750736475,2.2767075926065443
5060,1821960,832,-4.426920730000001,1.3279959201812743,-0.0043855786323547365,0.4430417060852051
5080,1829160,833,-5.609020400000002,1.326996660232544,-0.005391471087932587,17.50249347537756
5100,1836360,833,-5.80170609,1.3265185236930848,-0.006733925640583038,0.16315160542726517
5120,1843560,834,-8.499225620000002,1.3251417756080628,0.0005334816873073578,0.9840768426656723
5140,1850760,834,-7.1812367099999985,1.3251999139785766,-0.00286371186375618,6.368654143810272
5160,1857960,835,-6.628168759999999,1.3248121738433838,-0.0002753406763076782,1.4026968419551848
5180,1865160,835,-5.53484076,1.3244362592697143,-0.00016202032566070557,3.4310216128826143
5200,1872360,836,-4.4791706200000005,1.3242282032966615,-0.006238930020481348,0.3259436026215553
5220,1879560,836,-3.4010789299999997,1.323587453365326,-0.004941814392805099,0.4742301762104034
5240,1886760,837,-0.6856156,1.3223704814910888,-0.005655122734606266,1.8585517317056657
5260,1893960,837,-0.1333066099999996,1.3219806909561158,-0.002015276253223419,2.018759571015835
5280,1901160,838,-0.8787298499999998,1.3215203166007996,-0.004269304871559143,2.4444930449128153
5300,1908360,838,-3.5935449300000006,1.3209901928901673,-0.0028853163123130797,5.226804304122925
5320,1915560,839,-4.48963151,1.3200631737709045,-0.012652703560888767,0.6618276208639144
5340,1922760,839,-4.74433041,1.3198906540870667,-0.004598353803157806,3.854374051094055
5360,1929960,840,-4.32830175,1.3187222480773926,-0.009554190956987441,0.3704637348651886
5380,1937160,840,-3.05867341,1.3191962122917176,-0.00786757916212082,3.7069738477468492
5400,1944360,841,-6.909525200000002,1.319288969039917,0.0011303246021270752,0.40331668853759767
5420,1951560,841,-4.210975810000001,1.3179650783538819,0.005433765053749084,3.1193891882896425
5440,1958760,842,-3.7701126600000006,1.317726194858551,-0.0067957818508148195,2.54478989392519
5460,1965960,842,-0.5410073,1.3177719593048096,-0.007188088726252317,2.2366268157958986
5480,1973160,843,-0.5565385199999995,1.3175660014152526,-0.001384969800710678,4.510946357250214
5500,1980360,843,-1.3245628600000003,1.3180049061775208,-0.0031995080411434174,0.651218855381012
5520,1987560,844,-5.753238620000001,1.3180394172668457,-0.0025455012917518617,19.221116623282434
5540,1994760,844,-14.696980049999997,1.317740786075592,-0.004250893741846085,7.37709379196167
5560,2001960,845,-20.02194265,1.3178529858589172,0.004061064124107361,13.275888568162918
5580,2009160,845,-13.692251010000001,1.316802942752838,-0.003389023244380951,5.57767539024353
5600,2016360,845,-13.48665042,1.3162526488304138,-0.00657368351239711,2.0110422521829605
5620,2023560,846,-2.908099360000001,1.3161314010620118,-0.005360831320285797,3.9931379362940786
5640,2030760,846,-2.67024304,1.315131711959839,-0.005578361451625824,2.8431566074490546
5660,2037960,847,-4.51903237,1.315106749534607,-0.0030011638998985292,9.664612632989883
5680,2045160,847,-7.70654789,1.3152511358261108,-0.0035562620498239992,4.421706710755825
5700,2052360,848,-6.746205290000001,1.3140706658363341,0.00039141252636909485,4.055429026484489
5720,2059560,848,-4.52246432,1.3136448383331298,-0.002564222365617752,0.6065728537738323
5740,2066760,849,-3.4726445299999993,1.313092005252838,-0.01578635275363922,4.394878873229027
5760,2073960,849,-2.6003856099999996,1.3132882833480835,-0.0030623648315668108,3.8898414433002473
5780,2081160,849,-4.35122415,1.3133476734161378,-0.0018563669174909592,1.3837970107793809
5800,2088360,850,-6.542431710000001,1.3130756497383118,-0.002855876460671425,3.470096878707409
5820,2095560,850,-3.1773548599999994,1.3121944546699524,-0.007159567205235362,11.138125632330775
5840,2102760,851,-2.30076997,1.3116699934005738,-0.005766022950410843,1.9096167147159577
5860,2109960,851,-1.1060302000000002,1.3115974187850952,-0.0106699226424098,6.208373034000397
5880,2117160,852,-4.16478698,1.3113795876502992,-0.0021193400025367737,1.6025666519999504
5900,2124360,852,-4.251044600000001,1.3121333360671996,-0.0065563577227294445,3.1426410883665086
5920,2131560,852,-1.5724842600000002,1.3118460059165955,-0.0036524713039398195,2.4522077083587646
5940,2138760,853,-2.7498243700000007,1.312038791179657,-0.007447505183517933,2.852536362409592
5960,2145960,853,0.4486868900000001,1.3109734058380127,-0.009214264899492263,4.704875159263611
5980,2153160,854,1.5992758699999998,1.3103185772895813,-0.002861575782299042,3.830402892827988
6000,2160360,854,2.76068697,1.3096534967422486,-0.0039011359214782713,1.6411861129105092
6020,2167560,854,-2.58055443,1.3108819603919983,-0.01576317911967635,0.534862668812275
6040,2174760,855,-3.31177999,1.3112558841705322,0.0009710915386676788,1.1927631072700025
6060,2181960,855,-6.540752739999999,1.3121726036071777,-0.00014439821243286132,3.194276878237724
6080,2189160,855,-6.199870140000001,1.3105463862419129,-0.00388844758272171,2.022399567067623
6100,2196360,856,-3.7374177299999998,1.3077837824821472,-0.004963275045156479,3.8322982996702195
6120,2203560,856,-1.5614023300000006,1.307160496711731,-0.012055454775691032,3.1482771649956702
6140,2210760,857,1.80265362,1.3072474479675293,-0.005669205635786057,0.46594407260417936
6160,2217960,857,1.3944470700000002,1.307631003856659,-0.0012858100235462189,2.707374894618988
6180,2225160,857,1.3689390600000004,1.3073232293128967,-0.008121171593666076,2.3857098430395127
6200,2232360,858,-0.32610961000000055,1.30723637342453,-0.0076002910733222965,0.8708764761686325
6220,2239560,858,-2.04643418,1.3055575370788575,-0.0032385893166065214,1.055037059634924
6240,2246760,859,-1.8260820099999995,1.3056511521339416,-0.0033005833625793456,2.960005795955658
6260,2253960,859,-1.9854813400000004,1.3050873160362244,-0.008446249365806579,1.2804203748703002
