misc/nupdates,misc/total_timesteps,fps,eprewmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
20,7560,1019,-13.35864003614458,1.4181139945983887,-0.006176366993895499,10.329744863510133
40,14760,1004,-10.123148409999997,1.4175954341888428,-0.0066396258771419525,15.093067264556884
60,21960,995,-10.464111449999997,1.4166726231575013,-0.002212165296077728,6.272261887788773
80,29160,991,-12.517981450000002,1.4170826911926269,-0.0060324354097247125,3.3424824237823487
100,36360,985,-11.071724579999998,1.4158411145210266,-0.0028016895055770876,5.120796322822571
120,43560,988,-7.17719171,1.415483546257019,-0.0031469880370423196,5.110292220115662
140,50760,989,-6.6997744599999995,1.4145012259483338,-0.002942246291786432,3.482420814037323
160,57960,991,-5.297736919999998,1.4128483057022094,-0.01316138666588813,5.765625619888306
180,65160,994,-6.194767370000001,1.412446928024292,-0.001230484596453607,2.512999114394188
200,72360,997,-4.49702642,1.41130633354187,-0.0034547109156847,4.723527324199677
220,79560,998,-6.9192599600000015,1.4095073223114014,0.0001533243805170059,14.62945728302002
240,86760,998,-8.809197480000002,1.408794677257538,-0.007116487435996533,5.966671901941299
260,93960,999,-8.335169380000002,1.4076166868209838,-0.0022582758218050005,9.37313461303711
280,101160,1000,-6.067085580000001,1.4069901347160338,-0.0006180381402373314,6.889274096488952
300,108360,1001,-5.3634413400000005,1.4056421160697936,-0.0051932358648627995,3.3191409587860106
320,115560,1001,-6.031261019999999,1.4055105328559876,-0.007530826702713966,4.752203264832497
340,122760,1002,-6.312581479999998,1.4053845643997191,0.0028725833370117472,14.992638492584229
360,129960,1002,-8.701539,1.4052818894386292,-0.0004994437098503113,11.628591108322144
380,137160,1002,-9.037552959999998,1.4038120627403259,0.0018238384276628495,12.498900604248046
400,144360,1002,-6.04116215,1.4035858154296874,-0.0005968451499938965,5.993722140789032
420,151560,1002,-5.167648550000001,1.4032703757286071,-0.004441643971949816,8.097971534729004
440,158760,1003,-7.732760000000001,1.4028906345367431,-0.004987193644046784,1.932838997244835
460,165960,1004,-7.921172909999998,1.403082275390625,-0.008433065377175808,0.8807137876749038
480,173160,1004,-5.35155185,1.4030869960784913,0.000982903689146042,3.578274941444397
500,180360,1005,-4.741854859999999,1.4023446679115295,-0.006506957858800888,0.9958389773964882
520,187560,1006,-0.76232999,1.4010613799095153,-0.0024442095309495926,9.578816986083984
540,194760,1006,-4.895181330000001,1.400107455253601,-0.0010880392044782638,7.251777350902557
560,201960,1007,-3.44973591,1.3993046641349793,0.0029775403439998628,14.873612928390504
580,209160,1007,-4.0814822,1.3976277351379394,-0.0069513492286205295,4.64189121723175
600,216360,1007,-6.57664457,1.3971344590187074,-0.0035893872380256655,8.48139286339283
620,223560,1008,-2.9494336800000007,1.3962404489517213,0.00191430002450943,2.08330095410347
640,230760,1008,-1.5284982,1.3966559290885925,-0.0035379022359848023,6.593890160322189
660,237960,1008,-0.6303913399999995,1.396317958831787,-0.00016839131712913512,5.041177594661713
680,245160,1008,-3.0807178599999996,1.3964826464653015,0.001296372339129448,6.222954022884369
700,252360,1008,-3.7906516500000005,1.3957056403160095,-0.006123797595500946,0.857575061917305
720,259560,1008,-0.31311494999999984,1.3952083230018615,-0.004334940761327744,3.9342251151800154
740,266760,1008,-0.5897558499999999,1.3949930191040039,-0.01648743599653244,7.828590217232704
760,273960,1009,0.0797051599999998,1.3941954493522644,0.0012639373540878295,8.0110915184021
780,281160,1009,-0.6620622700000002,1.3943667888641358,-0.008485991321504117,0.5618754535913467
800,288360,1009,0.24311830999999967,1.3943208694458007,-0.006963220238685608,5.8262994408607485
820,295560,1009,-1.7002711799999997,1.3934031844139099,-0.004401339590549469,1.486930739879608
840,302760,1009,0.5576853600000002,1.3925918579101562,-0.003792651416733861,16.633158898353578
860,309960,1009,0.3615762599999997,1.3921326041221618,-0.004499304667115211,6.21889681071043
880,317160,1010,-2.50212502,1.3909218311309814,-0.008813944924622775,16.93488961458206
900,324360,1009,-2.8366715499999997,1.3901076674461366,0.0016465844586491586,20.888386726379395
920,331560,1010,-2.20015254,1.389944612979889,-0.004296828992664814,1.2148372292518617
940,338760,1010,-2.51825078,1.3898823499679565,-0.00984427034854889,5.77922347933054
960,345960,1009,-3.1248960699999997,1.3897188305854797,0.0037948603741824625,8.742192459106445
980,353160,1009,-0.92726818,1.3893072843551635,-0.004982829466462136,15.205047416687012
1000,360360,1009,-4.455263230000001,1.389606773853302,-0.004626525100320578,3.8922574639320375
1020,367560,1009,2.1867315799999996,1.3886459112167358,-0.0035833663307130335,12.06197394132614
1040,374760,1009,-0.26346991000000003,1.3891571521759034,0.0036385243758559225,7.83353374004364
1060,381960,1009,-1.12220442,1.3894224524497987,-0.008815070986747742,1.7162068426609038
1080,389160,1009,-3.0965272200000005,1.3898926615715026,-0.003709816560149193,6.450600636005402
1100,396360,1008,-1.94638006,1.3902074813842773,-0.003575071133673191,24.79535789489746
1120,403560,1008,-1.46868948,1.3892545461654664,0.002095412340713665,8.206978964805604
1140,410760,1008,-1.95663387,1.3903604865074157,-0.0038081273436546327,5.4845428466796875
1160,417960,1008,-0.6174149799999995,1.390184462070465,-0.004232432693243027,11.939592313766479
1180,425160,1008,-0.19050313999999993,1.3890958428382874,0.0032001802697777747,1.7052896171808243
1200,432360,1008,-2.034039119999999,1.3911869049072265,-0.0029822390526533125,25.163928699493407
1220,439560,1008,0.15326470000000011,1.3916662335395813,-0.0063793392619118094,18.482381534576415
1240,446760,1008,0.6477856200000005,1.3917452812194824,0.0042746104300022125,24.460133123397828
1260,453960,1007,3.762642139999999,1.391604208946228,-0.0003746427595615387,9.811058789491653
1280,461160,1006,-0.31868538999999985,1.3909616112709045,-0.003313404507935047,2.792296028137207
1300,468360,1006,2.131826179999999,1.3909723520278932,-0.0033004462718963625,9.1089987128973
1320,475560,1005,3.56724777,1.390841269493103,-0.0065347224473953245,6.74143260717392
1340,482760,1005,2.878214230000001,1.3912455677986144,-0.007887187192682176,3.583989381790161
1360,489960,1005,1.2606146,1.3918043851852417,-0.00861672631581314,0.5335537403821945
1380,497160,1005,2.8805147600000005,1.391324269771576,-0.002660110406577587,2.431685155630112
1400,504360,1005,6.304267569999999,1.3898085236549378,-0.001169414259493351,2.2709300339221956
